ID,Is_Lead
MSGGOKQL,0.8418
PREYGJ4K,0.0543
AKW7REHP,0.4388
66EQGOG8,0.0541
AUI3HBKK,0.1581
CCNQZJKZ,0.0221
WAMSKY5M,0.0705
AZXTDH2F,0.1847
M3WBOLXE,0.4663
DHKUAUXA,0.8132
HVZHEXJ8,0.0556
FOMU7W4S,0.3835
GZMY6DBQ,0.0184
ZM7GTBPD,0.1434
C7KSRL9V,0.0508
DGAZPJEI,0.0313
DDXWZJP8,0.8744
VFUJUPGR,0.1105
DQXEG8VG,0.0509
LBRUBWBS,0.056
X3ENJK43,0.3053
Q6EABQVM,0.0538
RFXYW9XZ,0.0518
F5BAEBAA,0.3581
KA7PGJRH,0.2916
FCTQ6BGG,0.031
MAIFMNM2,0.2969
XZT6URZL,0.156
BBNLWAIU,0.0813
M4PFJGR7,0.0208
GGXDJMKE,0.8315
HV7SGKNQ,0.0456
KUHOTKHA,0.0549
CXJZQ5JE,0.1643
EPA7XBO8,0.0536
J5QCC3UU,0.1876
H8JDE5X8,0.0343
FEVFBSVD,0.3231
KCYDYDOD,0.0538
RSVTOZPJ,0.8537
BNBCZKWW,0.0586
XIFRC79E,0.0554
6TZHBYTB,0.0516
3RUNBHMQ,0.0236
I6LHHXMR,0.0971
GM3TNEGK,0.0233
GR9M9NB4,0.0203
8TYA7A2U,0.8536
B5F85GA3,0.0448
UBVNXTTX,0.1712
MPSEBCDH,0.1031
7MFAKYCU,0.3189
KMQGZRHZ,0.0622
QMWN8YK6,0.0543
FNJBGXBF,0.0537
JJGV2NNI,0.0668
B62AXPDG,0.0553
BBDW7CFP,0.2975
UBW8G2QZ,0.0562
5GYWSMDC,0.0595
4UVVC7D4,0.1996
M4BMPZP4,0.0713
JCNWRUJE,0.179
CPHN5DDB,0.0652
EVMLIEH6,0.1916
GCGWNXTE,0.0868
QGEEQHVB,0.022
KPHWZYUE,0.2371
PZVM3JBE,0.8565
TAQ5FZAY,0.092
F6OSLUVG,0.052
JC4RYJB4,0.7989
2MMM3RNM,0.0599
BA7XXAYQ,0.588
ETDCLZHC,0.0699
UNQKUCWZ,0.0554
UBTSK6YD,0.834
LQQV4EMY,0.2565
FBUROVBS,0.5461
IG6QCTJE,0.1908
KBMYSRCH,0.0536
FDXP6GFR,0.057
J9NYVJ6B,0.0502
XBVRFFUR,0.0655
NHUHQUMS,0.1468
66DSV37O,0.0733
2BPMKENV,0.8743
ZBCEJD3X,0.9918
DQLPMG4F,0.0391
JV4TBFZE,0.0786
QNKAGJ68,0.07
N2SZBHXA,0.8331
H5N2CIBW,0.0229
RKA55AFD,0.4239
DCXLDV9Y,0.0414
DEWFCJ6U,0.0475
BWYGS7WP,0.0536
GR52QOI6,0.2483
KOA6BDYQ,0.0463
9VE55CZC,0.471
AK6QRTXT,0.1109
EC2JOJXU,0.8236
RYPL66F4,0.0499
KVEHEF8I,0.8233
3NSPI5WR,0.1475
NCEENTQJ,0.4611
ZQF72EGF,0.0547
ZCDOXJTU,0.288
D2HILPJA,0.0535
QYUKFUG4,0.5189
ENUMGTGZ,0.0543
LEXLPBBS,0.0573
MFYANCKE,0.0216
J6D9RCXI,0.0664
ISQV6RMY,0.3613
JDDZNXS6,0.1144
AUMHWSV9,0.2564
DVAXPHHX,0.7943
NGGHXDW5,0.046
MTWQXVQI,0.68
FBMEVXQP,0.3763
M6TSEV3R,0.0997
MCHJTBFP,0.0448
6EV5CQEY,0.1745
586JLHO8,0.8381
AQYCFUUH,0.8504
KPPDAYUG,0.0343
TIEDDKYE,0.0545
XPNESRWV,0.1125
Y3V6NZSK,0.0908
CFQVPAXE,0.0976
XE4GISHJ,0.0678
Q6TQEEGH,0.0538
MDC27JCR,0.0569
5WJYWNMT,0.0377
THYM22E8,0.0539
MBMGVRMU,0.0423
TRLZMF5U,0.8407
FPAW7Y7W,0.0522
X9YFR5UE,0.9635
FFHATDNN,0.1472
NR9DELZQ,0.2081
GYYEVWQU,0.064
YZTSTUZ6,0.0654
6AK2D8EJ,0.0436
CZDFDXE9,0.0633
BP4AZSYQ,0.0539
VGXRCYDB,0.0763
ZKIXO6ZU,0.0238
ARSDCSJD,0.0236
KKGPJBE7,0.8523
PD66Q2CA,0.1089
BWHIBEIC,0.8376
DY344RGH,0.0467
IHYIJW8W,0.1013
BGEJXJYR,0.0568
KVPU8QHY,0.2641
ZPUB74RJ,0.5921
4FQTUVG5,0.0569
EEDZQC7X,0.8822
A7NN8QKT,0.8626
D6FP9GKK,0.0301
NV4MZSQP,0.0507
R2T8P7YV,0.1292
MLHYIFCV,0.3102
WFADEUXY,0.1596
ZF5VVCNJ,0.3379
9EIQEPBM,0.046
ETTATJIF,0.1307
KTVDB9BT,0.0495
E7BMBRXX,0.9931
WQZPAFSI,0.5731
PBSRTWIX,0.3436
JEXCP9TD,0.0369
GTQKJSLC,0.0511
EUZS8GOQ,0.0458
BCZZWVKG,0.024
AQQRKZG8,0.0644
BHEKHQBN,0.853
FUN2WTBY,0.0168
GIYGRYCZ,0.0464
NIMNJR2G,0.0534
LCY8EBOT,0.2175
JTGKQVYV,0.8431
IPWGI32P,0.841
RG5KCXFF,0.4635
ESMNEKJH,0.0567
R3WA58HP,0.0375
YDY5FXBT,0.315
77KBK2TM,0.0536
8FBIJS8W,0.0566
FM5DJGYE,0.0979
JTJQ79DN,0.1439
TM3UVQQM,0.0672
5OH26EFA,0.0524
JGXJGSQ8,0.0397
GAUMZTR7,0.1866
73TQYRES,0.1255
EQAUT6KF,0.0434
BV8GU5G3,0.0542
VJWCKR5D,0.2371
FCKYXBSQ,0.8326
GUCSBP2Z,0.0653
QY6ESDJV,0.1539
2HBYVUWN,0.174
Z6YX6YJY,0.0536
IKW25P68,0.0177
GBCMYFHI,0.0476
IR8AHZFX,0.0555
RZEETLA8,0.0557
AAKIEMK9,0.0435
FURSX9BC,0.6376
JWRPWOA2,0.2162
HPEDDEPH,0.2407
3SC9MRTQ,0.1233
3CUFDVXE,0.0185
ZADDL7QN,0.0369
9J9SHEYE,0.0529
HYRJAXSE,0.0537
B8KQPGJY,0.3628
2RM3PR4M,0.8406
JQD5S9AR,0.3317
FBSKKNI8,0.1223
HWHSTNTK,0.0551
53NQYDTX,0.0208
JOA7EZ2H,0.11
EUDBMN42,0.4005
BHSGNRMI,0.0527
5MFVQGYF,0.0511
MYZ4R8NR,0.1097
MQGHODHY,0.0946
2AJPDKNE,0.0621
62YJALJW,0.0526
U2RGUVMZ,0.1013
CSJ6PWAU,0.0541
ZRJSKXDO,0.0455
RFPFVLQD,0.1644
GNO4U5ZX,0.0184
BK5QDFUS,0.0182
CTHF9HSN,0.0653
KPETA3CJ,0.065
IWVFRBUQ,0.0518
XWNBFHDZ,0.0521
CVHWKRO8,0.0543
MSB6PQHV,0.2687
UEQJNHDQ,0.1246
EPHDXVAD,0.1094
WZGIHMFF,0.0416
PVG8KDUG,0.0551
ER8AV3BF,0.0502
4S65DPRC,0.8146
Y4KD9MTX,0.1
EGSSTDQW,0.0728
AXDZFPI3,0.4441
RAUKRKLB,0.0533
CNSCPF3P,0.5055
JSNABCLC,0.0658
AHS37RHP,0.028
AUYREQKN,0.3191
BJCZLUVJ,0.7891
DWDQ3SWZ,0.8657
QKWMTTFM,0.297
5KQDIU5O,0.046
4BZP8QND,0.8433
UGUEYZC6,0.0533
ZFTSKUCZ,0.0193
C5XQZ9SA,0.7932
SRGKVOEH,0.4818
CUWTUWMR,0.8341
C4VEHGZC,0.3952
GCBHJCUN,0.5262
7IU3AWZV,0.81
HNUBL9PO,0.0524
SVQTW6ZG,0.9943
AHXBIOVQ,0.8352
HEVZNHQE,0.0614
ENSI7DRQ,0.4539
SKBMFZGN,0.8316
29QGOXMB,0.2254
7Q3K6QTG,0.0542
BSJPVE3X,0.0471
JKPPMUCB,0.0484
2JTYQBZR,0.037
PZAAHYRT,0.0583
TP5DFJ4D,0.1541
FEXWQHR9,0.1316
HPQ2MZO4,0.8339
KFLFFUT3,0.0329
POPR44CD,0.46
I6BZ9325,0.021
M3LK8X8U,0.1226
BTRHBUMK,0.1099
QD5FGCIB,0.3177
RTGFKFRP,0.1117
5JBKZZXW,0.4085
JEJJWBPO,0.0616
P2WYDC6J,0.0616
JGEYXJTA,0.0536
2GLF3GQF,0.0234
KJ43SBUI,0.5472
6AWW26T3,0.2591
RSUSLUSD,0.0471
9HW58QT9,0.0629
7ABHDAUK,0.2013
FRGCU5A9,0.0296
CVPCQRGX,0.0544
ROTENSRQ,0.838
JDEQRTAT,0.0211
EG6YUADB,0.427
CJVF7M5R,0.8403
WEJTDMXG,0.073
9YQ5VDVE,0.9718
GKBDZB9G,0.8332
FNLDQ2KH,0.0467
JMEEFG26,0.4109
AUZTJRKB,0.02
KKRZBGWS,0.3173
HUWSME4G,0.1128
546VAGND,0.0544
UWWKRSCD,0.0538
LXJBJ4D3,0.0524
ZACVITPZ,0.2348
X2MXCKGW,0.2767
JQDC86XK,0.0568
SPAGYL2C,0.0741
3IWQQRJ2,0.2978
DJZXRHT7,0.1524
5R7JGBAU,0.1796
G8R5QCEF,0.0737
7GF4XFMQ,0.8621
36KGGJP3,0.0538
B8TPVSN3,0.0707
XGSNBIXP,0.842
O3UQHJEA,0.3066
BFUPPITQ,0.0581
JAFGPBNT,0.9913
CV3VZDDB,0.0194
DFF3VDZV,0.8864
YJVJWTHT,0.8168
NPVHS8RX,0.1097
DK4HRQWY,0.84
CHNLXMJP,0.5375
EWWN56IA,0.8618
53M2ZZAJ,0.2185
4DBSHIHN,0.0614
QCACXJWM,0.1668
RVHUQT3Q,0.0542
62YM87UC,0.0514
CEOE3QZP,0.0474
AEZXC6IY,0.1575
2HCSQPFV,0.0944
5VE6YJ3R,0.112
BVCJCLFK,0.443
HR5ETBCT,0.0478
QXFWKO8H,0.0363
HJVQYUFD,0.1798
OQVWDW9Y,0.0154
K6MJSWVN,0.112
CCKHUG5K,0.0241
IC8PAGX2,0.8644
DQFBB93K,0.7641
9XZIHPYY,0.8056
HXTJVISC,0.0536
YNJPIYK7,0.0468
D6XTQCGC,0.166
4Z8MF7MG,0.0539
5C6ICEHK,0.1675
STS9QC36,0.2694
GW9JFA4S,0.1599
WECBJNJU,0.1751
JJ4BYBYP,0.0466
GR3YSARU,0.0644
NVHPQ2RF,0.49
DHVZSXWN,0.0544
7SCFIUJM,0.1372
ANHAY98U,0.1051
6DQNJVAQ,0.0632
UK689DJF,0.0558
DHHGZDBA,0.0647
NDBT8WXF,0.842
BJSVRPAB,0.8359
DSFWCF7V,0.0493
8A4NUREV,0.1255
AQJJ5RUT,0.0639
7FUMBZOM,0.0197
YRIPTYBD,0.0781
CRQ9B4QP,0.0621
HHWJOVT3,0.0245
MYOFVBMP,0.2621
JEU39DEM,0.1215
5PST97R8,0.8265
DKC22VHG,0.0462
DRTMANUP,0.0555
JEN5KSJV,0.0525
JEXAWUKL,0.0349
ECKSCGLU,0.1333
QNQWMPHW,0.3054
BNKAKMP5,0.4485
VFXH3XUB,0.0526
BMEVDE2W,0.0527
MFXQNM48,0.1076
GAQABFBL,0.1593
7PASX7JA,0.1171
7UHFLLAM,0.07
BVXYBQ4D,0.198
QSCTQWTX,0.0583
624XGNKF,0.991
DROPBLNQ,0.3647
F8KAWWZQ,0.0488
GNSNQRAX,0.3392
ABYTPIJK,0.0483
FYJYVBOM,0.0539
FGPQEKQV,0.083
8YDNEHVJ,0.6032
UFR2VJXG,0.3411
YPVMGSJC,0.0494
97DGTVLG,0.8566
JESMRU7Q,0.0721
8RVTLBM5,0.0396
EXCFT3PC,0.0583
8JWWJHB3,0.3234
Z7LIZ6BG,0.8245
8NW2WCBW,0.2845
YNPUVSOP,0.0429
JY9EGVUP,0.1694
TOAIM24O,0.0562
SSNP2ETJ,0.1495
ZSXD827Z,0.0426
CNY2OIPD,0.4919
TTKSCXAV,0.0581
UJJ6ZDVR,0.1108
CAXUB4ZY,0.0752
4XY25XSW,0.2252
ISQ2U7PC,0.9819
NPYHXP7M,0.1323
MKV9BHKK,0.0448
K4ZYGUQI,0.5668
54NJSQAL,0.2
UPIB6YF2,0.0433
8YAQZE47,0.0812
V36RWOWV,0.0525
5TBNMYLN,0.0191
ZJVDSZVO,0.2892
YQXGK57M,0.0833
D2YCOYYK,0.0538
DJMAHWKF,0.0619
FW9DBM4Z,0.8313
MY5P2Y7D,0.1196
94ONWDAF,0.0557
TCUZ7EWS,0.0438
SNHW4BUY,0.9911
FQI5ACCG,0.156
DCWZN8IQ,0.069
UXNUMF8A,0.1395
K2EWNG4O,0.2768
HNACWGKR,0.9786
KZ3SY2EC,0.0547
WZ7VS52W,0.8396
DI8VE5VI,0.5088
MKSUHJ7E,0.1095
QPTREFUG,0.0373
A5HK2J5N,0.03
KBSVM762,0.0766
C5WGZACM,0.0854
KCYWTCWY,0.0541
BUPQQHKD,0.8502
FQXMLULQ,0.0707
XLINKXQQ,0.0706
SUZMD5RP,0.0512
VW6TKCHY,0.0557
899U4WJ4,0.0505
SQOZDKJW,0.0596
CCVCSF3E,0.0437
T9AH2XXU,0.8226
KFAF6ECK,0.0535
B9NMVYEN,0.023
GOLXJYZR,0.0514
8JFYBEVG,0.817
BD9UNCRQ,0.4637
JJ7TAFBY,0.0639
END6QJRS,0.105
AYNJSM2K,0.2925
N8KEAAIY,0.1811
KS3EUTGH,0.0629
H5T7GURB,0.8386
VKMKEWW5,0.0526
U6HCA8FD,0.0537
JIDIPSYL,0.4481
FUSAEG6N,0.2556
8TWRLO5U,0.1676
E3YUDKXS,0.9943
UABPSKZJ,0.1536
QGSWOXSJ,0.0396
J6TX8TYU,0.3725
UWWR9AR2,0.8303
4MAOKET9,0.3507
M6RA8W9Q,0.0532
CWUQZSZH,0.5004
CEA8YDAD,0.856
2VWIDCVG,0.8404
TRR5G7VY,0.0231
HOTH5YNP,0.1045
7AYHQCKW,0.1187
DDCWTOR6,0.1557
DXRUOU2T,0.0476
CUKDG4DC,0.0543
WKTNBDEG,0.0828
NVHHRKXE,0.5026
DOASR9QN,0.8329
JUXJWUQQ,0.0967
6ZBNNWSC,0.0474
OBTJKJEF,0.1736
FYFLGMRI,0.2544
NG4C6EN5,0.0404
JKB8RO8J,0.076
XMGHWMZ2,0.0806
NN3EZVPX,0.0601
L2F4P4SX,0.1268
SMZ59XCY,0.8411
9XCK2SD3,0.0187
Z8FGW7ZJ,0.1658
7UYTFKUQ,0.0528
NKTD3YA9,0.0803
G2UBSS3H,0.851
VCV7A389,0.0385
E2QQHNKH,0.4185
MBQJKBP6,0.1471
GCRGRGVS,0.0523
KW9KLHJW,0.0232
H2GMUHLE,0.1379
EZE9EAXE,0.8394
VF4AMSX7,0.0536
T45KOMD8,0.4976
SANUPKZG,0.0538
XJHK7IYN,0.4733
YDFMRSDW,0.0435
XXDLQQRJ,0.1428
JHCF2OMZ,0.4186
DXWIWRQS,0.2008
GKTSHMH9,0.0516
DYFW5M9P,0.7885
NSX6TCQX,0.028
FF2SSAZ6,0.0172
GUPWBRZG,0.4127
9ZGBUPSS,0.052
EXJY2SWO,0.4259
UQ9FZQRP,0.5179
GLKCEEMF,0.8381
BUZE59SB,0.0548
PZAUT2UH,0.0657
BNKHN7RX,0.3956
HQASLNWM,0.0538
CUWMJMAN,0.5034
FIV2MSA7,0.8327
7RBKFPCX,0.2835
ES7FAMLF,0.2197
GQQHYQVQ,0.5051
IRMU99US,0.054
AHHUYQEE,0.0406
K9XT6WUF,0.0545
CYTKDQBM,0.1608
T3ZMMDNG,0.0465
VB4NQFXS,0.4947
XQ4YTE3N,0.4088
GUMVMKAP,0.0716
QBE7MTO6,0.6807
R2DE6KHQ,0.054
YR6YKG8B,0.0238
D2TUVHJC,0.1289
4MZXFZDV,0.0536
R77FTPFU,0.4373
F4XW9YE8,0.156
9B5HUZM2,0.0529
HEGHBB7P,0.0225
FHJVTUIU,0.3561
JQTWZDCV,0.3221
HS7OMNWP,0.8716
DVYMOSPP,0.0534
KSB3XWOD,0.0561
KYUQIWZX,0.0567
NFXLWMH8,0.0191
KX9WSWFP,0.1015
9O3KYR35,0.0542
85CWBATD,0.0545
YPSGLYTO,0.6244
G4GTUHMB,0.0378
QJAWH42U,0.1587
97ADHYCC,0.0761
KKMXZPHU,0.277
KQTSHMGO,0.0526
AYNIERWJ,0.0584
D4M89YRQ,0.0415
NLLXMOWB,0.4025
H5KQBAXJ,0.051
CJO6NIQQ,0.042
PF75FDHW,0.5381
GSVX8X5M,0.0506
AK8NZJFR,0.2119
KIPD6O7J,0.1831
9NP2HPFH,0.0365
FRDCSIFX,0.0551
FBTR7UXU,0.0343
2SYRBW6P,0.0176
52HUEHXN,0.0514
3DZRQFFH,0.0357
HOFHXL4U,0.0749
DKV827OL,0.3306
T9SCWDUA,0.0535
U4HK77K3,0.4661
SKCBWQVX,0.4922
KNY44ZET,0.07
KQHVH3US,0.0196
3VSZVBS6,0.4889
SDKZXAEA,0.0878
GQZPKRHH,0.8204
N5MHTSBZ,0.1451
2YBHV9MA,0.1323
EG5CSFSL,0.0717
2JW3CNEX,0.0507
GRTQ57OP,0.4036
GDZG4BEG,0.1541
YWBECJWY,0.0526
3CR9Z64C,0.448
EUCZY7VZ,0.3211
NGWSTM9S,0.9913
GQ5MYEEF,0.85
6GVWLDQL,0.1496
PJNC5FAK,0.0524
ADANCPSU,0.0254
9VGKU8OZ,0.3017
5J6NEC6G,0.1983
IYNFNZAJ,0.1038
2UVUPHYZ,0.051
BKM877RN,0.0416
DBXYNAWR,0.2687
WL5UGMKB,0.4109
CUMUECKO,0.3144
4YRBZZUE,0.0696
YBZHZDCD,0.0345
97MWSU54,0.5061
HEKZLCLV,0.057
KDNS32TR,0.83
A48UCFRX,0.24
ECMDNWVI,0.0451
UWUKKTQU,0.0466
JTUVVW47,0.381
NX4PBMAM,0.419
PPKAVAQD,0.0528
FRPXFV9F,0.0601
2QAMIYFY,0.1505
4MK8DK7J,0.125
NG7NDYMC,0.2604
BZZPJFNW,0.0545
IKZKPVGZ,0.1259
CTGRQKGA,0.0451
A4TWF7HB,0.0544
DVQ6P4ER,0.991
GX7T5Y2B,0.0711
YC2OMSRT,0.4254
8D9NVWVE,0.06
FLGXETZF,0.3512
T6X2AKFY,0.4612
8QDPKJJT,0.1942
FN5HZ2VF,0.1037
7GQETHMM,0.0523
QT25CWJB,0.0615
E26WWERS,0.0214
M6QDYDY4,0.0469
75RFALSC,0.099
I6SCAVCN,0.0536
D7ZXWDEA,0.8178
SU6957CB,0.135
BIXNFDBA,0.3604
3ZR2Y2PX,0.1093
LRV3OGAS,0.0657
8MTBDIIF,0.4951
KWMGEKOP,0.0449
AFHCD6EZ,0.5423
G3Y3W3E6,0.9904
KCS8X7ZP,0.4966
VG9KFQ4Q,0.3706
2QUFEGMK,0.1696
BLZQSDZ3,0.0461
F3BRIDCQ,0.054
JQT6NMLK,0.3362
YZ5PY8GV,0.0557
QTJUZFYU,0.8482
DSVWGKTE,0.2703
KGDFXFC9,0.8495
9ALIATN5,0.8352
BAVUT5OY,0.1742
XMJSZVG4,0.0476
DBJTCGSY,0.0449
KDTK2N2M,0.8293
GHOHSUBF,0.0245
CD7ZIGZW,0.0521
WRDZJT4T,0.0552
IRP5MJY2,0.0611
XQLE5SZW,0.0542
N3FZOZUQ,0.1445
BXGVK2ZZ,0.0511
TGAGTKRR,0.0558
7H7UZC2A,0.053
NQTQRMPC,0.0872
YXHDZ529,0.8312
SVHNSFPM,0.0449
PJ2TNHQY,0.7936
TMFGTEQE,0.4038
7QNYAZ2H,0.1637
ZJIRWYFW,0.0537
MUQWYKIK,0.4341
FTYFDG5E,0.2151
MM3JMMFU,0.0528
7WQXJMCF,0.4369
DKUHSOZ8,0.2194
T7FCS4XT,0.0232
IDEA3VQE,0.0531
JX3GRRCL,0.1083
DKVHXOBW,0.1772
AXY5YMBI,0.0514
NNRTTUC4,0.8902
HDGKIBHJ,0.054
5ZALSGMH,0.6571
UKG5ULRE,0.1672
KZRXP6FA,0.8284
HGFKVAIH,0.5581
6I4ZZUM3,0.0583
RNQYHOXJ,0.2678
UF3PFZXP,0.8366
ON7XDGWR,0.227
MEQSDRNN,0.0923
KEKSKFDD,0.5694
FIFQXRZB,0.1715
9KFQAW9T,0.1047
SXHH2PBU,0.2458
2YPSKFGZ,0.8213
KWF5FULU,0.8342
CWGKE4NC,0.0633
F4TQZ8AV,0.3089
KV4JXPDC,0.9856
EUQVMXYX,0.0194
UKWIW2GZ,0.0225
RFHSTKB7,0.3456
DBWUBAJC,0.1104
I5VYPV42,0.0848
8CN3ZD6J,0.0234
CDQASGOB,0.2755
BXITETKE,0.0536
FA5EHPUB,0.265
LB4KTQJV,0.507
F6HUZDBH,0.0538
IX5R9YLT,0.0737
ZDJ2GVGK,0.0231
82RJMMLN,0.4561
HJKXYDYQ,0.8391
ACANNWVR,0.0815
JFPS6SG7,0.0451
4KYMOAPN,0.1836
BSHR4923,0.0545
UUSXLS4V,0.4739
L4ZEHFJ6,0.4837
RHVXWANU,0.0531
P9FXILPS,0.051
B9PJJ85S,0.0435
3D6WY5FM,0.8374
TZGSF7WQ,0.2601
AUOWWRAC,0.0501
7KCU9XPG,0.0668
NB2FQFTA,0.1486
M6DHSASB,0.0237
QVDR44FK,0.1188
VNJNEJP6,0.4929
GWNYZDTP,0.0942
MBYSTKOG,0.4161
9DPTHYZW,0.0524
YTOAYXXA,0.1184
EA6Z7VEC,0.2115
FTGT2DD8,0.0521
G2FKN33Y,0.0526
TVXP5VCG,0.0529
WOXW3AAF,0.168
SJQ8QNW2,0.2308
KRFD7UHB,0.0972
HBJORQSV,0.0521
5WE7METU,0.09
Y9WJOQJY,0.0499
2EEXHAZZ,0.3529
JYQJLSGC,0.0472
ZK5WYMRS,0.4814
HS6VP4SJ,0.0221
NXG9PVH3,0.4627
AUBIF929,0.226
HWSA9QES,0.0237
FUNEUSI9,0.2336
KBVKKXAN,0.126
Q7DBXG5G,0.3898
7B5JNXIP,0.0424
YRRTJNRV,0.4651
283S8SAS,0.554
MJEADROI,0.8319
G6FVUF69,0.0939
8ZEPEBPX,0.0549
DJDANDMK,0.294
GXC5QGMQ,0.881
UMZYETJO,0.983
XUTZJNCJ,0.0542
ASPJ4FGB,0.0521
TMMY8MPT,0.0567
7K7ETDBB,0.4321
ABEHKYH5,0.8481
DXKA2VYE,0.041
NRWWROEF,0.3714
QF2A5TN7,0.0622
QCWDSJE2,0.0908
BPTXGTZS,0.8374
C98MVD9V,0.2897
3A3P7TAQ,0.0838
HTNUMDTP,0.2289
9FNZ4GGZ,0.1589
N2UI4PRC,0.0542
9AXPRGFM,0.0437
HGB2TMKF,0.0554
35KNOFBZ,0.1297
WXURQYBE,0.0517
FUG8YWFH,0.4383
ESQTMCWD,0.0538
G25SVKMG,0.0628
9YC9RJIU,0.0522
S9V9GFF4,0.0433
NEQH6VJH,0.6566
JPV4OWO5,0.2998
4ZGBIHKE,0.2187
DJHL5AWK,0.1854
TJXVHW5Y,0.2867
A2ZSPYNT,0.0187
PU39PAPN,0.0567
8HXXQWJT,0.3647
4UYVCNTZ,0.0723
A2GZY7DS,0.0522
KCVYU5ZU,0.0188
G3VPTF4F,0.0505
J4M8VZSW,0.8338
NUPISB5G,0.179
GXYSVSQV,0.9892
MABFAJTS,0.0931
JF6M6CJX,0.2541
3Q9IXEDR,0.0422
6JKUTFDV,0.0411
KWGVTEDO,0.1902
BZGUFSNQ,0.1302
IPTVSJPD,0.0942
DRVYYIXG,0.0205
EDXPBRWG,0.1954
VBMGDBTH,0.8392
2XWM94ZP,0.0506
92UZSK8Y,0.2717
W8XUDFYB,0.8389
AQQR4A6W,0.0527
R2QBEPRG,0.1106
2UWWWC9C,0.0807
HA4VL8F9,0.1935
ZMPTT4GE,0.2654
YRRWMRN2,0.3164
ABASKZG9,0.0497
RF9EMZVH,0.0363
DS9YKLJC,0.054
FXZ6QSYY,0.0531
JSMDVRWV,0.8401
TMBSXHMC,0.8566
BV2395CD,0.0653
VUQXRSID,0.1936
BTKS7ZKP,0.1271
KRIFQ3CH,0.0666
EHAHXAHF,0.0538
KJVCIF6P,0.8383
H6WKD9FI,0.4484
78XG5UYT,0.0468
BUJMPGKM,0.7909
KGIT8VCT,0.0559
B5X4R9WX,0.4033
ZQEMURGF,0.7695
JQWTNUR7,0.3589
FNEXBPVJ,0.0612
BJHOKPCF,0.1895
HS4UZHZM,0.0435
QVEFHNSQ,0.1645
M6PKKRYN,0.0233
FMBM7AZH,0.8366
NMXLDBVB,0.1325
CT4MD7HT,0.0537
CB6CQQVK,0.0542
EBBAPWZ8,0.4754
6RDKDPAK,0.0518
ZXIG7AUC,0.2582
KHTRRZS8,0.053
ZBVBR6WR,0.0575
IFKSJYK2,0.052
T6GVHR4V,0.052
MMXFBEXX,0.1459
ZPVEUFWD,0.3466
KUDVPBG2,0.2145
4CEMZSVD,0.0508
JTGWTPPI,0.0531
HVDJAVUM,0.2019
PEQ3WYDM,0.052
JHLNUR2W,0.8357
RI8IB6NS,0.0515
ISTXZ5XR,0.0629
MZV6XMTP,0.0489
KJ48G78L,0.0337
G8NHG35K,0.0576
4NWBRB7H,0.8124
CYCO32BC,0.0524
9FTFZNFA,0.0439
HX8RGF4G,0.0553
ERADTO9E,0.0516
KA7WRFAH,0.2699
SEWZDTU4,0.1612
XUJUXBHE,0.8711
5BAJFDRK,0.2463
H5IYDJAI,0.1066
UFUJ4DKM,0.3773
UHERLZNH,0.0352
QQN2BUUG,0.1117
ZCC7KSDW,0.0949
TP7X5R3H,0.3895
Z6PRUICI,0.1026
NSLESCTA,0.0533
KTCAXVWX,0.087
QH3OGY5O,0.0182
NYKWFZJH,0.844
KPWTQZM5,0.8202
YJTZ49NY,0.054
5NHF6JGV,0.0541
HJ5E2LAX,0.1264
DDHJYLMD,0.2212
AVYAOQAP,0.0228
HXBCAMBD,0.0563
L4HULNH9,0.311
GWJPYKXC,0.0519
AYBANWI5,0.1241
GWWXZS2D,0.0435
KISXMPJ3,0.4959
SHPAWI8C,0.0663
KWVQRBNF,0.0594
VLFU5EWG,0.0423
8VTFEXPN,0.0479
BQYU25NH,0.0439
FJF3ND2B,0.0541
HSPZOML9,0.0665
QKBVNBKZ,0.1009
M5NDA348,0.3022
DXAG58VM,0.0611
DJOIEURS,0.8425
IU2BPRZA,0.056
8JCV5VTR,0.0531
SJQYHDWW,0.0725
AMKIQZJD,0.0247
E2XDRNG8,0.2714
NCLDQBIV,0.201
QI3HIADY,0.0537
M2N5WDX6,0.0163
TCX4EWKJ,0.9912
ZZRUG84W,0.0579
C22SJ9UW,0.9921
HCGFSVCB,0.1428
JHTKY5PB,0.2948
93KZ7MIC,0.0435
UZJWUNJX,0.2071
DYBRDYGY,0.0182
CDOFNNA8,0.0925
VLVKWXZA,0.0703
KREHIQNI,0.1755
HTKH3Q2Y,0.1577
AZGJSXJD,0.0568
GVX32JSI,0.0805
5AGOGUDN,0.2059
NPX7WNNL,0.0992
DEEVNAZC,0.4467
ZTZECV8N,0.0591
USM4FO92,0.2044
EWJQDMMV,0.6213
I2BPKXNZ,0.0539
A68N9DVD,0.0542
FNENKFJE,0.0513
XSOJHT2J,0.0674
JXYTJBQD,0.8403
KYMYERAJ,0.0588
3KQUH3CK,0.0561
8LK2NJEF,0.2939
G4SZJQXK,0.1127
BLMNMZGU,0.1445
INARKVOG,0.8486
YJCW5RKV,0.1046
BSRAKDGM,0.1378
ZXICUM9P,0.9938
HRDZ2CCT,0.2995
KBCWFQ6E,0.5078
BHRVARR2,0.0226
YRUOITED,0.0366
II4AWMFI,0.0801
MC2TIPEM,0.8451
X8MWHS9Y,0.0674
PTE3HV5U,0.0539
JCKEBYPR,0.4887
FGMYTFEZ,0.8456
4VDXB3JJ,0.8504
